Tahun,Periode,Provinsi,Pemda,Akun,Anggaran,Realisasi,Persentase
2026,4,Provinsi Aceh,Kab. Pidie,Pendapatan Daerah,2130752931558,395938297330.84,18.58
2026,4,Provinsi Aceh,Kab. Pidie,PAD,277386326541,13417455325.84,4.84
2026,4,Provinsi Aceh,Kab. Pidie,Pajak Daerah,40196191461,10781362784,26.82
2026,4,Provinsi Aceh,Kab. Pidie,Retribusi Daerah,226194249089,1199381659,0.53
2026,4,Provinsi Aceh,Kab. Pidie,Hasil Pengelolaan Kekayaan Daerah yang Dipisahkan,3000000000,0,0.00
2026,4,Provinsi Aceh,Kab. Pidie,Lain-Lain PAD yang Sah,7995885991,1436710882.84,17.97
2026,4,Provinsi Aceh,Kab. Pidie,TKDD,1770925809000,378520842005,21.37
2026,4,Provinsi Aceh,Kab. Pidie,Pendapatan Transfer Pemerintah Pusat,1770925809000,378520842005,21.37
2026,4,Provinsi Aceh,Kab. Pidie,Pendapatan Lainnya,82440796017,4000000000,4.85
2026,4,Provinsi Aceh,Kab. Pidie,Dana Darurat,0,4000000000,0
2026,4,Provinsi Aceh,Kab. Pidie,Pendapatan Transfer Antar Daerah,82440796017,0,0.00
2026,4,Provinsi Aceh,Kab. Pidie,Belanja Daerah,2141831934061,266636427023,12.45
2026,4,Provinsi Aceh,Kab. Pidie,Belanja Pegawai,827518652807.27,223334264061,26.99
2026,4,Provinsi Aceh,Kab. Pidie,Belanja Pegawai,827518652807.27,223334264061,26.99
2026,4,Provinsi Aceh,Kab. Pidie,Belanja Barang dan Jasa,488147225814.93,38457316526,7.88
2026,4,Provinsi Aceh,Kab. Pidie,Belanja Barang dan Jasa,488147225814.93,38457316526,7.88
2026,4,Provinsi Aceh,Kab. Pidie,Belanja Modal,183867117878.52,1710846436,0.93
2026,4,Provinsi Aceh,Kab. Pidie,Belanja Modal,183867117878.52,1710846436,0.93
2026,4,Provinsi Aceh,Kab. Pidie,Belanja Lainnya,642298937560.28,3134000000,0.49
2026,4,Provinsi Aceh,Kab. Pidie,Belanja Bagi Hasil,3122943120,0,0.00
2026,4,Provinsi Aceh,Kab. Pidie,Belanja Bantuan Keuangan,538291653200,0,0.00
2026,4,Provinsi Aceh,Kab. Pidie,Belanja Subsidi,654000000,174000000,26.61
2026,4,Provinsi Aceh,Kab. Pidie,Belanja Hibah,61416565779.28,2960000000,4.82
2026,4,Provinsi Aceh,Kab. Pidie,Belanja Bantuan Sosial,30813775461,0,0.00
2026,4,Provinsi Aceh,Kab. Pidie,Belanja Tidak Terduga,8000000000,0,0.00
2026,4,Provinsi Aceh,Kab. Pidie,Pembiayaan Daerah,,0,0
2026,4,Provinsi Aceh,Kab. Pidie,Penerimaan Pembiayaan Daerah,11079002503,0,0.00
2026,4,Provinsi Aceh,Kab. Pidie,Sisa Lebih Perhitungan Anggaran Tahun Sebelumnya,11079002503,0,0.00
2026,4,Provinsi Aceh,Kab. Simeulue,Pendapatan Daerah,835639448241.18,78157925516.88,9.35
2026,4,Provinsi Aceh,Kab. Simeulue,PAD,90296436150.18,1590152191.88,1.76
2026,4,Provinsi Aceh,Kab. Simeulue,Pajak Daerah,9627000000,1188329262.55,12.34
2026,4,Provinsi Aceh,Kab. Simeulue,Retribusi Daerah,9867345481.33,248591300,2.52
2026,4,Provinsi Aceh,Kab. Simeulue,Hasil Pengelolaan Kekayaan Daerah yang Dipisahkan,5000000000,0,0.00
2026,4,Provinsi Aceh,Kab. Simeulue,Lain-Lain PAD yang Sah,65802090668.85,153231629.33,0.23
2026,4,Provinsi Aceh,Kab. Simeulue,TKDD,715159420000,76557774000,10.70
2026,4,Provinsi Aceh,Kab. Simeulue,Pendapatan Transfer Pemerintah Pusat,715159420000,76557774000,10.70
2026,4,Provinsi Aceh,Kab. Simeulue,Pendapatan Lainnya,30183592091,9999325,0.03
2026,4,Provinsi Aceh,Kab. Simeulue,Pendapatan Hibah,0,9999325,0
2026,4,Provinsi Aceh,Kab. Simeulue,Lain-lain Pendapatan Sesuai dengan Ketentuan Peraturan Perundang-Undangan,10428548227,0,0.00
2026,4,Provinsi Aceh,Kab. Simeulue,Pendapatan Transfer Antar Daerah,19755043864,0,0.00
2026,4,Provinsi Aceh,Kab. Simeulue,Belanja Daerah,835639448241.18,126254428544.4,15.11
2026,4,Provinsi Aceh,Kab. Simeulue,Belanja Pegawai,419035108015.93,81884131476,19.54
2026,4,Provinsi Aceh,Kab. Simeulue,Belanja Pegawai,419035108015.93,81884131476,19.54
2026,4,Provinsi Aceh,Kab. Simeulue,Belanja Barang dan Jasa,204691424415.11,15322525901,7.49
2026,4,Provinsi Aceh,Kab. Simeulue,Belanja Barang dan Jasa,204691424415.11,15322525901,7.49
2026,4,Provinsi Aceh,Kab. Simeulue,Belanja Modal,37595098053.73,222079646.4,0.59
2026,4,Provinsi Aceh,Kab. Simeulue,Belanja Modal,37595098053.73,222079646.4,0.59
2026,4,Provinsi Aceh,Kab. Simeulue,Belanja Lainnya,174317817756.41,28825691521,16.54
2026,4,Provinsi Aceh,Kab. Simeulue,Belanja Bagi Hasil,1705326040,0,0.00
2026,4,Provinsi Aceh,Kab. Simeulue,Belanja Bantuan Keuangan,136295935000,28676173121,21.04
2026,4,Provinsi Aceh,Kab. Simeulue,Belanja Subsidi,850334700,0,0.00
2026,4,Provinsi Aceh,Kab. Simeulue,Belanja Hibah,2692826694,0,0.00
2026,4,Provinsi Aceh,Kab. Simeulue,Belanja Bantuan Sosial,13308334720,94262400,0.71
2026,4,Provinsi Aceh,Kab. Simeulue,Belanja Tidak Terduga,19465060602.41,55256000,0.28
2026,4,Provinsi Aceh,Kota Banda Aceh,Pendapatan Daerah,1311976555774,117361284844,8.95
2026,4,Provinsi Aceh,Kota Banda Aceh,PAD,435966101955,26916303898,6.17
2026,4,Provinsi Aceh,Kota Banda Aceh,Pajak Daerah,218549969819,24920672815,11.40
2026,4,Provinsi Aceh,Kota Banda Aceh,Retribusi Daerah,26735591158,1424584600,5.33
2026,4,Provinsi Aceh,Kota Banda Aceh,Hasil Pengelolaan Kekayaan Daerah yang Dipisahkan,12891533611,0,0.00
2026,4,Provinsi Aceh,Kota Banda Aceh,Lain-Lain PAD yang Sah,177789007367,571046483,0.32
2026,4,Provinsi Aceh,Kota Banda Aceh,TKDD,766450698000,90444980946,11.80
2026,4,Provinsi Aceh,Kota Banda Aceh,Pendapatan Transfer Pemerintah Pusat,766450698000,90444980946,11.80
2026,4,Provinsi Aceh,Kota Banda Aceh,Pendapatan Lainnya,109559755819,0,0.00
2026,4,Provinsi Aceh,Kota Banda Aceh,Lain-lain Pendapatan Sesuai dengan Ketentuan Peraturan Perundang-Undangan,16261490280,0,0.00
2026,4,Provinsi Aceh,Kota Banda Aceh,Pendapatan Transfer Antar Daerah,93298265539,0,0.00
2026,4,Provinsi Aceh,Kota Banda Aceh,Belanja Daerah,1319176555774,239221016055.67,18.13
2026,4,Provinsi Aceh,Kota Banda Aceh,Belanja Pegawai,571293143559,159931890301,27.99
2026,4,Provinsi Aceh,Kota Banda Aceh,Belanja Pegawai,571293143559,159931890301,27.99
2026,4,Provinsi Aceh,Kota Banda Aceh,Belanja Barang dan Jasa,470326416081,54278701823,11.54
2026,4,Provinsi Aceh,Kota Banda Aceh,Belanja Barang dan Jasa,470326416081,54278701823,11.54
2026,4,Provinsi Aceh,Kota Banda Aceh,Belanja Modal,89906063605,6335348931,7.05
2026,4,Provinsi Aceh,Kota Banda Aceh,Belanja Modal,89906063605,6335348931,7.05
2026,4,Provinsi Aceh,Kota Banda Aceh,Belanja Lainnya,187650932529,18675075000.67,9.95
2026,4,Provinsi Aceh,Kota Banda Aceh,Belanja Bagi Hasil,1266441280,0,0.00
2026,4,Provinsi Aceh,Kota Banda Aceh,Belanja Bantuan Keuangan,134503338029,14668850845,10.91
2026,4,Provinsi Aceh,Kota Banda Aceh,Belanja Bunga,1600000000,130690791,8.17
2026,4,Provinsi Aceh,Kota Banda Aceh,Belanja Subsidi,1380000000,0,0.00
2026,4,Provinsi Aceh,Kota Banda Aceh,Belanja Hibah,41465137220,2771160031.67,6.68
2026,4,Provinsi Aceh,Kota Banda Aceh,Belanja Bantuan Sosial,6936016000,1034373333,14.91
2026,4,Provinsi Aceh,Kota Banda Aceh,Belanja Tidak Terduga,500000000,70000000,14.00
2026,4,Provinsi Aceh,Kota Banda Aceh,Pembiayaan Daerah,7200000000,0,0.00
2026,4,Provinsi Aceh,Kota Banda Aceh,Penerimaan Pembiayaan Daerah,10000000000,0,0.00
2026,4,Provinsi Aceh,Kota Banda Aceh,Sisa Lebih Perhitungan Anggaran Tahun Sebelumnya,10000000000,0,0.00
2026,4,Provinsi Aceh,Kota Banda Aceh,Pengeluaran Pembiayaan Daerah,2800000000,0,0.00
2026,4,Provinsi Aceh,Kota Banda Aceh,Pembayaran Cicilan Pokok Utang yang Jatuh Tempo,2800000000,0,0.00
2026,4,Provinsi Aceh,Kota Sabang,Pendapatan Daerah,487147997673,70782797969.04,14.53
2026,4,Provinsi Aceh,Kota Sabang,PAD,57695684772,7148169839.04,12.39
2026,4,Provinsi Aceh,Kota Sabang,Pajak Daerah,13040821059,1905116420,14.61
2026,4,Provinsi Aceh,Kota Sabang,Retribusi Daerah,26641234650,4803511113,18.03
2026,4,Provinsi Aceh,Kota Sabang,Hasil Pengelolaan Kekayaan Daerah yang Dipisahkan,1452242234,0,0.00
2026,4,Provinsi Aceh,Kota Sabang,Lain-Lain PAD yang Sah,16561386829,439542306.04,2.65
2026,4,Provinsi Aceh,Kota Sabang,TKDD,412023051000,57240612200,13.89
2026,4,Provinsi Aceh,Kota Sabang,Pendapatan Transfer Pemerintah Pusat,412023051000,57240612200,13.89
2026,4,Provinsi Aceh,Kota Sabang,Pendapatan Lainnya,17429261901,6394015930,36.69
2026,4,Provinsi Aceh,Kota Sabang,Lain-lain Pendapatan Sesuai dengan Ketentuan Peraturan Perundang-Undangan,2600000000,0,0.00
2026,4,Provinsi Aceh,Kota Sabang,Pendapatan Transfer Antar Daerah,14829261901,6394015930,43.12
2026,4,Provinsi Aceh,Kota Sabang,Belanja Daerah,519486376895,93787249711,18.05
2026,4,Provinsi Aceh,Kota Sabang,Belanja Pegawai,235135172610,70854114336,30.13
2026,4,Provinsi Aceh,Kota Sabang,Belanja Pegawai,235135172610,70854114336,30.13
2026,4,Provinsi Aceh,Kota Sabang,Belanja Barang dan Jasa,145428954552,16150995288,11.11
2026,4,Provinsi Aceh,Kota Sabang,Belanja Barang dan Jasa,145428954552,16150995288,11.11
2026,4,Provinsi Aceh,Kota Sabang,Belanja Modal,67430305621,19950000,0.03
2026,4,Provinsi Aceh,Kota Sabang,Belanja Modal,67430305621,19950000,0.03
2026,4,Provinsi Aceh,Kota Sabang,Belanja Lainnya,71491944112,6762190087,9.46
2026,4,Provinsi Aceh,Kota Sabang,Belanja Bagi Hasil,989802750,0,0.00
2026,4,Provinsi Aceh,Kota Sabang,Belanja Bantuan Keuangan,37219814500,6462190087,17.36
2026,4,Provinsi Aceh,Kota Sabang,Belanja Subsidi,700000000,0,0.00
2026,4,Provinsi Aceh,Kota Sabang,Belanja Hibah,11500832180,300000000,2.61
2026,4,Provinsi Aceh,Kota Sabang,Belanja Bantuan Sosial,18981494682,0,0.00
2026,4,Provinsi Aceh,Kota Sabang,Belanja Tidak Terduga,2100000000,0,0.00
2026,4,Provinsi Aceh,Kota Sabang,Pembiayaan Daerah,32338379222,0,0.00
2026,4,Provinsi Aceh,Kota Sabang,Penerimaan Pembiayaan Daerah,32838379222,30400622292.36,92.58
2026,4,Provinsi Aceh,Kota Sabang,Sisa Lebih Perhitungan Anggaran Tahun Sebelumnya,32838379222,30400622292.36,92.58
2026,4,Provinsi Aceh,Kota Sabang,Pengeluaran Pembiayaan Daerah,500000000,0,0.00
2026,4,Provinsi Aceh,Kota Sabang,Penyertaan Modal Daerah,500000000,0,0.00
2026,4,Provinsi Aceh,Kota Langsa,Pendapatan Daerah,810343777301,90779469644.54,11.20
2026,4,Provinsi Aceh,Kota Langsa,PAD,233828261460,21464013144.54,9.18
2026,4,Provinsi Aceh,Kota Langsa,Pajak Daerah,49905738179,4952561118,9.92
2026,4,Provinsi Aceh,Kota Langsa,Retribusi Daerah,4921087500,379555000,7.71
2026,4,Provinsi Aceh,Kota Langsa,Hasil Pengelolaan Kekayaan Daerah yang Dipisahkan,896824266,0,0.00
2026,4,Provinsi Aceh,Kota Langsa,Lain-Lain PAD yang Sah,178104611515,16131897026.54,9.06
2026,4,Provinsi Aceh,Kota Langsa,TKDD,520373513000,69065456500,13.27
2026,4,Provinsi Aceh,Kota Langsa,Pendapatan Transfer Pemerintah Pusat,520373513000,69065456500,13.27
2026,4,Provinsi Aceh,Kota Langsa,Pendapatan Lainnya,56142002841,250000000,0.45
2026,4,Provinsi Aceh,Kota Langsa,Pendapatan Hibah,600000000,0,0.00
2026,4,Provinsi Aceh,Kota Langsa,Pendapatan Transfer Antar Daerah,55542002841,250000000,0.45
2026,4,Provinsi Aceh,Kota Langsa,Belanja Daerah,818383498301,165844353376,20.26
2026,4,Provinsi Aceh,Kota Langsa,Belanja Pegawai,417905817432,136106178666,32.57
2026,4,Provinsi Aceh,Kota Langsa,Belanja Pegawai,417905817432,136106178666,32.57
2026,4,Provinsi Aceh,Kota Langsa,Belanja Barang dan Jasa,269608545768,14065461002,5.22
2026,4,Provinsi Aceh,Kota Langsa,Belanja Barang dan Jasa,269608545768,14065461002,5.22
2026,4,Provinsi Aceh,Kota Langsa,Belanja Modal,33484855976,248659000,0.74
2026,4,Provinsi Aceh,Kota Langsa,Belanja Modal,33484855976,248659000,0.74
2026,4,Provinsi Aceh,Kota Langsa,Belanja Lainnya,97384279125,15424054708,15.84
2026,4,Provinsi Aceh,Kota Langsa,Belanja Bagi Hasil,5482682568,0,0.00
2026,4,Provinsi Aceh,Kota Langsa,Belanja Bantuan Keuangan,62121423500,12752544708,20.53
2026,4,Provinsi Aceh,Kota Langsa,Belanja Subsidi,1412250000,236510000,16.75
2026,4,Provinsi Aceh,Kota Langsa,Belanja Hibah,14799523057,0,0.00
2026,4,Provinsi Aceh,Kota Langsa,Belanja Bantuan Sosial,12997900000,2435000000,18.73
2026,4,Provinsi Aceh,Kota Langsa,Belanja Tidak Terduga,570500000,0,0.00
2026,4,Provinsi Aceh,Kota Langsa,Pembiayaan Daerah,8039721000,0,0.00
2026,4,Provinsi Aceh,Kota Langsa,Penerimaan Pembiayaan Daerah,8539721000,0,0.00
2026,4,Provinsi Aceh,Kota Langsa,Sisa Lebih Perhitungan Anggaran Tahun Sebelumnya,8539721000,0,0.00
2026,4,Provinsi Aceh,Kota Langsa,Pengeluaran Pembiayaan Daerah,500000000,0,0.00
2026,4,Provinsi Aceh,Kota Langsa,Penyertaan Modal Daerah,500000000,0,0.00
2026,4,Provinsi Aceh,Kota Lhokseumawe,Pendapatan Daerah,692756169636.34,156153227395.45,22.54
2026,4,Provinsi Aceh,Kota Lhokseumawe,PAD,85778987685.34,9066659895.45,10.57
2026,4,Provinsi Aceh,Kota Lhokseumawe,Pajak Daerah,65093285235.59,8011171049,12.31
2026,4,Provinsi Aceh,Kota Lhokseumawe,Retribusi Daerah,3566500000,0,0.00
2026,4,Provinsi Aceh,Kota Lhokseumawe,Hasil Pengelolaan Kekayaan Daerah yang Dipisahkan,10346145124.66,0,0.00
2026,4,Provinsi Aceh,Kota Lhokseumawe,Lain-Lain PAD yang Sah,6773057325.09,1055488846.45,15.58
2026,4,Provinsi Aceh,Kota Lhokseumawe,TKDD,565559789000,144086567500,25.48
2026,4,Provinsi Aceh,Kota Lhokseumawe,Pendapatan Transfer Pemerintah Pusat,565559789000,144086567500,25.48
2026,4,Provinsi Aceh,Kota Lhokseumawe,Pendapatan Lainnya,41417392951,3000000000,7.24
2026,4,Provinsi Aceh,Kota Lhokseumawe,Dana Darurat,0,3000000000,0
2026,4,Provinsi Aceh,Kota Lhokseumawe,Lain-lain Pendapatan Sesuai dengan Ketentuan Peraturan Perundang-Undangan,14013948735,0,0.00
2026,4,Provinsi Aceh,Kota Lhokseumawe,Pendapatan Transfer Antar Daerah,27403444216,0,0.00
2026,4,Provinsi Aceh,Kota Lhokseumawe,Belanja Daerah,718486619382.34,120477218278,16.77
2026,4,Provinsi Aceh,Kota Lhokseumawe,Belanja Pegawai,414168925358,90676821081,21.89
2026,4,Provinsi Aceh,Kota Lhokseumawe,Belanja Pegawai,414168925358,90676821081,21.89
2026,4,Provinsi Aceh,Kota Lhokseumawe,Belanja Barang dan Jasa,140436665594.34,25790397197,18.36
2026,4,Provinsi Aceh,Kota Lhokseumawe,Belanja Barang dan Jasa,140436665594.34,25790397197,18.36
2026,4,Provinsi Aceh,Kota Lhokseumawe,Belanja Modal,50565867938,3995000000,7.90
2026,4,Provinsi Aceh,Kota Lhokseumawe,Belanja Modal,50565867938,3995000000,7.90
2026,4,Provinsi Aceh,Kota Lhokseumawe,Belanja Lainnya,113315160492,15000000,0.01
2026,4,Provinsi Aceh,Kota Lhokseumawe,Belanja Bantuan Keuangan,91548581300,0,0.00
2026,4,Provinsi Aceh,Kota Lhokseumawe,Belanja Subsidi,527500000,15000000,2.84
2026,4,Provinsi Aceh,Kota Lhokseumawe,Belanja Hibah,10524646692,0,0.00
2026,4,Provinsi Aceh,Kota Lhokseumawe,Belanja Bantuan Sosial,989432500,0,0.00
2026,4,Provinsi Aceh,Kota Lhokseumawe,Belanja Tidak Terduga,9725000000,0,0.00
2026,4,Provinsi Aceh,Kota Lhokseumawe,Pembiayaan Daerah,25730449746,0,0.00
2026,4,Provinsi Aceh,Kota Lhokseumawe,Penerimaan Pembiayaan Daerah,25730449746,0,0.00
2026,4,Provinsi Aceh,Kota Lhokseumawe,Sisa Lebih Perhitungan Anggaran Tahun Sebelumnya,25730449746,0,0.00
2026,4,Provinsi Aceh,Kota Lhokseumawe,Pengeluaran Pembiayaan Daerah,0,0,0
2026,4,Provinsi Aceh,Kota Lhokseumawe,Penyertaan Modal Daerah,0,0,0
2026,4,Provinsi Aceh,Kab. Gayo Lues,Pendapatan Daerah,753102441254,140308498918.89,18.63
2026,4,Provinsi Aceh,Kab. Gayo Lues,PAD,88404748939,484957418.89,0.55
2026,4,Provinsi Aceh,Kab. Gayo Lues,Pajak Daerah,15944921590,391763370,2.46
2026,4,Provinsi Aceh,Kab. Gayo Lues,Retribusi Daerah,45553943479,0,0.00
2026,4,Provinsi Aceh,Kab. Gayo Lues,Hasil Pengelolaan Kekayaan Daerah yang Dipisahkan,4700640939,0,0.00
2026,4,Provinsi Aceh,Kab. Gayo Lues,Lain-Lain PAD yang Sah,22205242931,93194048.89,0.42
2026,4,Provinsi Aceh,Kab. Gayo Lues,TKDD,636751940000,135523541500,21.28
2026,4,Provinsi Aceh,Kab. Gayo Lues,Pendapatan Transfer Pemerintah Pusat,636751940000,135523541500,21.28
2026,4,Provinsi Aceh,Kab. Gayo Lues,Pendapatan Lainnya,27945752315,4300000000,15.39
2026,4,Provinsi Aceh,Kab. Gayo Lues,Pendapatan Hibah,0,4300000000,0
2026,4,Provinsi Aceh,Kab. Gayo Lues,Pendapatan Transfer Antar Daerah,27945752315,0,0.00
2026,4,Provinsi Aceh,Kab. Gayo Lues,Belanja Daerah,752102441254,118208007458,15.72
2026,4,Provinsi Aceh,Kab. Gayo Lues,Belanja Pegawai,342882779127,92644229109,27.02
2026,4,Provinsi Aceh,Kab. Gayo Lues,Belanja Pegawai,342882779127,92644229109,27.02
2026,4,Provinsi Aceh,Kab. Gayo Lues,Belanja Barang dan Jasa,169138664270,13210049397,7.81
2026,4,Provinsi Aceh,Kab. Gayo Lues,Belanja Barang dan Jasa,169138664270,13210049397,7.81
2026,4,Provinsi Aceh,Kab. Gayo Lues,Belanja Modal,50939758226,54516000,0.11
2026,4,Provinsi Aceh,Kab. Gayo Lues,Belanja Modal,50939758226,54516000,0.11
2026,4,Provinsi Aceh,Kab. Gayo Lues,Belanja Lainnya,189141239631,12299212952,6.50
2026,4,Provinsi Aceh,Kab. Gayo Lues,Belanja Bagi Hasil,5149886508,0,0.00
2026,4,Provinsi Aceh,Kab. Gayo Lues,Belanja Bantuan Keuangan,132429409000,3468862952,2.62
2026,4,Provinsi Aceh,Kab. Gayo Lues,Belanja Subsidi,1453000000,0,0.00
2026,4,Provinsi Aceh,Kab. Gayo Lues,Belanja Hibah,11262076500,0,0.00
2026,4,Provinsi Aceh,Kab. Gayo Lues,Belanja Bantuan Sosial,3283325844,100000000,3.05
2026,4,Provinsi Aceh,Kab. Gayo Lues,Belanja Tidak Terduga,35563541779,8730350000,24.55
2026,4,Provinsi Aceh,Kab. Gayo Lues,Pembiayaan Daerah,,0,0
2026,4,Provinsi Aceh,Kab. Gayo Lues,Pengeluaran Pembiayaan Daerah,1000000000,0,0.00
2026,4,Provinsi Aceh,Kab. Gayo Lues,Penyertaan Modal Daerah,1000000000,0,0.00
2026,4,Provinsi Aceh,Kab. Aceh Barat Daya,Pendapatan Daerah,904923441892,803276772,0.09
2026,4,Provinsi Aceh,Kab. Aceh Barat Daya,PAD,128714472400,803276772,0.62
2026,4,Provinsi Aceh,Kab. Aceh Barat Daya,Pajak Daerah,23470000000,99215962,0.42
2026,4,Provinsi Aceh,Kab. Aceh Barat Daya,Retribusi Daerah,94944472400,92511000,0.10
2026,4,Provinsi Aceh,Kab. Aceh Barat Daya,Hasil Pengelolaan Kekayaan Daerah yang Dipisahkan,2500000000,0,0.00
2026,4,Provinsi Aceh,Kab. Aceh Barat Daya,Lain-Lain PAD yang Sah,7800000000,611549810,7.84
2026,4,Provinsi Aceh,Kab. Aceh Barat Daya,TKDD,733176756000,0,0.00
2026,4,Provinsi Aceh,Kab. Aceh Barat Daya,Pendapatan Transfer Pemerintah Pusat,733176756000,0,0.00
2026,4,Provinsi Aceh,Kab. Aceh Barat Daya,Pendapatan Lainnya,43032213492,0,0.00
2026,4,Provinsi Aceh,Kab. Aceh Barat Daya,Lain-lain Pendapatan Sesuai dengan Ketentuan Peraturan Perundang-Undangan,20654063276,0,0.00
2026,4,Provinsi Aceh,Kab. Aceh Barat Daya,Pendapatan Transfer Antar Daerah,22378150216,0,0.00
2026,4,Provinsi Aceh,Kab. Aceh Barat Daya,Belanja Daerah,995049021600,107137278578,10.77
2026,4,Provinsi Aceh,Kab. Aceh Barat Daya,Belanja Pegawai,399160448231.4,90219288277,22.60
2026,4,Provinsi Aceh,Kab. Aceh Barat Daya,Belanja Pegawai,399160448231.4,90219288277,22.60
2026,4,Provinsi Aceh,Kab. Aceh Barat Daya,Belanja Barang dan Jasa,277071285731.5,12749601467,4.60
2026,4,Provinsi Aceh,Kab. Aceh Barat Daya,Belanja Barang dan Jasa,277071285731.5,12749601467,4.60
2026,4,Provinsi Aceh,Kab. Aceh Barat Daya,Belanja Modal,114002606608,1640300564,1.44
2026,4,Provinsi Aceh,Kab. Aceh Barat Daya,Belanja Modal,114002606608,1640300564,1.44
2026,4,Provinsi Aceh,Kab. Aceh Barat Daya,Belanja Lainnya,204814681029.1,2528088270,1.23
2026,4,Provinsi Aceh,Kab. Aceh Barat Daya,Belanja Bagi Hasil,2502447240,0,0.00
2026,4,Provinsi Aceh,Kab. Aceh Barat Daya,Belanja Bantuan Keuangan,148908351000,0,0.00
2026,4,Provinsi Aceh,Kab. Aceh Barat Daya,Belanja Subsidi,1000000000,266972580,26.70
2026,4,Provinsi Aceh,Kab. Aceh Barat Daya,Belanja Hibah,14158616795,1890715690,13.35
2026,4,Provinsi Aceh,Kab. Aceh Barat Daya,Belanja Bantuan Sosial,7555759990,370400000,4.90
2026,4,Provinsi Aceh,Kab. Aceh Barat Daya,Belanja Tidak Terduga,30689506004.1,0,0.00
2026,4,Provinsi Aceh,Kab. Aceh Barat Daya,Pembiayaan Daerah,90125579708,0,0.00
2026,4,Provinsi Aceh,Kab. Aceh Barat Daya,Penerimaan Pembiayaan Daerah,91125579708,0,0.00
2026,4,Provinsi Aceh,Kab. Aceh Barat Daya,Sisa Lebih Perhitungan Anggaran Tahun Sebelumnya,91125579708,0,0.00
2026,4,Provinsi Aceh,Kab. Aceh Barat Daya,Pengeluaran Pembiayaan Daerah,1000000000,0,0.00
2026,4,Provinsi Aceh,Kab. Aceh Barat Daya,Penyertaan Modal Daerah,1000000000,0,0.00
2026,4,Provinsi Aceh,Kab. Aceh Jaya,Pendapatan Daerah,817801203318,38719866829,4.73
2026,4,Provinsi Aceh,Kab. Aceh Jaya,PAD,87154130567,1539092238,1.77
2026,4,Provinsi Aceh,Kab. Aceh Jaya,Pajak Daerah,15289009826,45581280,0.30
2026,4,Provinsi Aceh,Kab. Aceh Jaya,Retribusi Daerah,8289046000,937539570,11.31
2026,4,Provinsi Aceh,Kab. Aceh Jaya,Hasil Pengelolaan Kekayaan Daerah yang Dipisahkan,6899613406,0,0.00
2026,4,Provinsi Aceh,Kab. Aceh Jaya,Lain-Lain PAD yang Sah,56676461335,555971388,0.98
2026,4,Provinsi Aceh,Kab. Aceh Jaya,TKDD,662522091000,37180774591,5.61
2026,4,Provinsi Aceh,Kab. Aceh Jaya,Pendapatan Transfer Pemerintah Pusat,662522091000,37180774591,5.61
2026,4,Provinsi Aceh,Kab. Aceh Jaya,Pendapatan Lainnya,68124981751,0,0.00
2026,4,Provinsi Aceh,Kab. Aceh Jaya,Lain-lain Pendapatan Sesuai dengan Ketentuan Peraturan Perundang-Undangan,8566011000,0,0.00
2026,4,Provinsi Aceh,Kab. Aceh Jaya,Pendapatan Transfer Antar Daerah,59558970751,0,0.00
2026,4,Provinsi Aceh,Kab. Aceh Jaya,Belanja Daerah,840345300964,142492951465,16.96
2026,4,Provinsi Aceh,Kab. Aceh Jaya,Belanja Pegawai,385471678290,113995609958,29.57
2026,4,Provinsi Aceh,Kab. Aceh Jaya,Belanja Pegawai,385471678290,113995609958,29.57
2026,4,Provinsi Aceh,Kab. Aceh Jaya,Belanja Barang dan Jasa,169222191378,16191615537,9.57
2026,4,Provinsi Aceh,Kab. Aceh Jaya,Belanja Barang dan Jasa,169222191378,16191615537,9.57
2026,4,Provinsi Aceh,Kab. Aceh Jaya,Belanja Modal,99452597303,42379800,0.04
2026,4,Provinsi Aceh,Kab. Aceh Jaya,Belanja Modal,99452597303,42379800,0.04
2026,4,Provinsi Aceh,Kab. Aceh Jaya,Belanja Lainnya,186198833993,12263346170,6.59
2026,4,Provinsi Aceh,Kab. Aceh Jaya,Belanja Bagi Hasil,1707805583,0,0.00
2026,4,Provinsi Aceh,Kab. Aceh Jaya,Belanja Bantuan Keuangan,147620835100,8955789170,6.07
2026,4,Provinsi Aceh,Kab. Aceh Jaya,Belanja Subsidi,562836000,121959000,21.67
2026,4,Provinsi Aceh,Kab. Aceh Jaya,Belanja Hibah,26738582527,209923000,0.79
2026,4,Provinsi Aceh,Kab. Aceh Jaya,Belanja Bantuan Sosial,8568774783,2809000000,32.78
2026,4,Provinsi Aceh,Kab. Aceh Jaya,Belanja Tidak Terduga,1000000000,166675000,16.67
2026,4,Provinsi Aceh,Kab. Aceh Jaya,Pembiayaan Daerah,,0,0
2026,4,Provinsi Aceh,Kab. Aceh Jaya,Penerimaan Pembiayaan Daerah,22544097646,0,0.00
2026,4,Provinsi Aceh,Kab. Aceh Jaya,Sisa Lebih Perhitungan Anggaran Tahun Sebelumnya,22544097646,0,0.00
2026,4,Provinsi Aceh,Kab. Nagan Raya,Pendapatan Daerah,1148151489217,282663643917.76,24.62
2026,4,Provinsi Aceh,Kab. Nagan Raya,PAD,151726538962,25678740944.76,16.92
2026,4,Provinsi Aceh,Kab. Nagan Raya,Pajak Daerah,55992696534,9056948702,16.18
