Tahun,Provinsi,Pemda,Akun,Anggaran,Realisasi,Persentase
2026,Provinsi Jawa Tengah,Kota Tegal,Dana Bantuan Operasional Keluarga Berencana,"2,01 M","0,00 M",0.00
2026,Provinsi Jawa Tengah,Kota Tegal,Dana Bantuan Operasional Kesehatan,"9,55 M","3,38 M",35.37
2026,Provinsi Jawa Tengah,Kota Tegal,Dana Bantuan Operasional Penyelenggaraan (BOP) Pendidikan Kesetaraan,"3,10 M","1,53 M",49.28
2026,Provinsi Jawa Tengah,Kota Tegal,Dana Bantuan Operasional Penyelenggaraan - Pendidikan Anak Usia Dini,"4,35 M","2,14 M",49.05
2026,Provinsi Jawa Tengah,Kota Tegal,Dana Bantuan Operasional Sekolah,"36,99 M","18,23 M",49.28
2026,Provinsi Jawa Tengah,Kota Tegal,Dana Bantuan Pengembangan Program (BPP) Perpustakaan Daerah,"0,60 M","0,30 M",50.00
2026,Provinsi Jawa Tengah,Kota Tegal,Dana Pelayanan Perlindungan Perempuan dan Anak,"0,51 M","0,00 M",0.00
2026,Provinsi Jawa Tengah,Kota Tegal,Dana Tambahan Penghasilan Guru ASN Daerah,"0,06 M","0,01 M",19.05
2026,Provinsi Jawa Tengah,Kota Tegal,Dana Tunjangan Profesi Guru ASN Daerah,"63,43 M","17,35 M",27.36
2026,Provinsi Jawa Tengah,Kota Tegal,TOTAL TKDD,"548,21 M","178,99 M",50
2026,Provinsi Jawa Tengah,Provinsi Jawa Tengah,TRANSFER KE DAERAH,"7.958,32 M","2.615,66 M",32.87
2026,Provinsi Jawa Tengah,Provinsi Jawa Tengah,Dana Bagi Hasil,"989,79 M","51,34 M",5.19
2026,Provinsi Jawa Tengah,Provinsi Jawa Tengah,DBH Cukai Hasil Tembakau,"764,87 M","50,99 M",6.67
2026,Provinsi Jawa Tengah,Provinsi Jawa Tengah,DBH PBB Bagian Daerah untuk Provinsi,"14,63 M","0,00 M",0.00
2026,Provinsi Jawa Tengah,Provinsi Jawa Tengah,DBH PPh Pasal 21,"189,34 M","0,00 M",0.00
2026,Provinsi Jawa Tengah,Provinsi Jawa Tengah,DBH PPh Pasal 25/29 OP,"16,12 M","0,00 M",0.00
2026,Provinsi Jawa Tengah,Provinsi Jawa Tengah,DBH SDA Gas Bumi 30%,"0,77 M","0,19 M",25.00
2026,Provinsi Jawa Tengah,Provinsi Jawa Tengah,DBH SDA Kehutanan - PSDH,"3,83 M","0,00 M",0.00
2026,Provinsi Jawa Tengah,Provinsi Jawa Tengah,DBH SDA Minerba - Iuran Tetap,"0,04 M","0,04 M",100.00
2026,Provinsi Jawa Tengah,Provinsi Jawa Tengah,DBH SDA Minyak Bumi 15%,"0,10 M","0,03 M",25.00
2026,Provinsi Jawa Tengah,Provinsi Jawa Tengah,DBH SDA Panas Bumi - Iuran Tetap,"0,10 M","0,10 M",100.00
2026,Provinsi Jawa Tengah,Provinsi Jawa Tengah,Dana Alokasi Umum,"3.315,38 M","1.073,82 M",32.39
2026,Provinsi Jawa Tengah,Provinsi Jawa Tengah,Dana Alokasi Umum,"3.221,47 M","1.073,82 M",33.33
2026,Provinsi Jawa Tengah,Provinsi Jawa Tengah,Dana Alokasi Umum Bidang Kesehatan,"49,96 M","0,00 M",0.00
2026,Provinsi Jawa Tengah,Provinsi Jawa Tengah,Dana Alokasi Umum Bidang Pendidikan,"43,95 M","0,00 M",0.00
2026,Provinsi Jawa Tengah,Provinsi Jawa Tengah,Dana Alokasi Khusus Nonfisik,"3.653,15 M","1.490,49 M",40.80
2026,Provinsi Jawa Tengah,Provinsi Jawa Tengah,Dana Bantuan Operasioanal Penyelenggaraan (BOP) Museum dan Taman Budaya,"4,50 M","2,25 M",50.00
2026,Provinsi Jawa Tengah,Provinsi Jawa Tengah,Dana Bantuan Operasional Kesehatan,"22,23 M","11,11 M",50.00
2026,Provinsi Jawa Tengah,Provinsi Jawa Tengah,Dana Bantuan Operasional Sekolah,"2.171,44 M","1.075,99 M",49.55
2026,Provinsi Jawa Tengah,Provinsi Jawa Tengah,Dana Bantuan Pengembangan Program (BPP) Perpustakaan Daerah,"0,50 M","0,25 M",50.00
2026,Provinsi Jawa Tengah,Provinsi Jawa Tengah,Dana Pelayanan Perlindungan Perempuan dan Anak,"0,41 M","0,00 M",0.00
2026,Provinsi Jawa Tengah,Provinsi Jawa Tengah,Dana Tambahan Penghasilan Guru ASN Daerah,"0,36 M","0,04 M",9.86
2026,Provinsi Jawa Tengah,Provinsi Jawa Tengah,Dana Tunjangan Profesi Guru ASN Daerah,"1.453,71 M","400,85 M",27.57
2026,Provinsi Jawa Tengah,Provinsi Jawa Tengah,TOTAL TKDD,"7.958,32 M","2.615,66 M",50
2026,Provinsi Jawa Tengah,Kab. Banjarnegara,TRANSFER KE DAERAH,"1.365,31 M","446,90 M",32.73
2026,Provinsi Jawa Tengah,Kab. Banjarnegara,Dana Bagi Hasil,"10,43 M","1,16 M",11.13
2026,Provinsi Jawa Tengah,Kab. Banjarnegara,DBH PBB Bagian Daerah untuk Kabupaten/Kota,"3,99 M","0,40 M",10.00
2026,Provinsi Jawa Tengah,Kab. Banjarnegara,DBH PPh Pasal 21,"5,53 M","0,55 M",10.00
2026,Provinsi Jawa Tengah,Kab. Banjarnegara,DBH PPh Pasal 25/29 OP,"0,36 M","0,04 M",10.00
2026,Provinsi Jawa Tengah,Kab. Banjarnegara,DBH SDA Gas Bumi 30%,"0,04 M","0,04 M",100.00
2026,Provinsi Jawa Tengah,Kab. Banjarnegara,DBH SDA Kehutanan - PSDH,"0,24 M","0,06 M",25.00
2026,Provinsi Jawa Tengah,Kab. Banjarnegara,DBH SDA Minerba - Iuran Tetap,"0,00 M","0,00 M",100.00
2026,Provinsi Jawa Tengah,Kab. Banjarnegara,DBH SDA Minyak Bumi 15%,"0,00 M","0,00 M",100.00
2026,Provinsi Jawa Tengah,Kab. Banjarnegara,DBH SDA Panas Bumi - Iuran Tetap,"0,00 M","0,00 M",100.00
2026,Provinsi Jawa Tengah,Kab. Banjarnegara,DBH SDA Perikanan,"0,25 M","0,06 M",25.00
2026,Provinsi Jawa Tengah,Kab. Banjarnegara,Dana Alokasi Umum,"964,27 M","317,34 M",32.91
2026,Provinsi Jawa Tengah,Kab. Banjarnegara,Dana Alokasi Umum,"952,02 M","317,34 M",33.33
2026,Provinsi Jawa Tengah,Kab. Banjarnegara,Dana Alokasi Umum Bidang Kesehatan,"9,85 M","0,00 M",0.00
2026,Provinsi Jawa Tengah,Kab. Banjarnegara,Dana Alokasi Umum Pendanaan Kelurahan,"2,40 M","0,00 M",0.00
2026,Provinsi Jawa Tengah,Kab. Banjarnegara,Dana Alokasi Khusus Fisik,"21,02 M","0,00 M",0.00
2026,Provinsi Jawa Tengah,Kab. Banjarnegara,Dana Alokasi Khusus Penugasan,"21,02 M","0,00 M",0.00
2026,Provinsi Jawa Tengah,Kab. Banjarnegara,Dana Alokasi Khusus Nonfisik,"352,72 M","128,40 M",36.40
2026,Provinsi Jawa Tengah,Kab. Banjarnegara,Dana Bantuan Operasional Keluarga Berencana,"8,03 M","4,02 M",50.00
2026,Provinsi Jawa Tengah,Kab. Banjarnegara,Dana Bantuan Operasional Kesehatan,"35,52 M","13,22 M",37.22
2026,Provinsi Jawa Tengah,Kab. Banjarnegara,Dana Bantuan Operasional Penyelenggaraan (BOP) Pendidikan Kesetaraan,"6,19 M","3,03 M",48.91
2026,Provinsi Jawa Tengah,Kab. Banjarnegara,Dana Bantuan Operasional Penyelenggaraan - Pendidikan Anak Usia Dini,"12,84 M","6,38 M",49.66
2026,Provinsi Jawa Tengah,Kab. Banjarnegara,Dana Bantuan Operasional Sekolah,"100,29 M","49,22 M",49.08
2026,Provinsi Jawa Tengah,Kab. Banjarnegara,Dana Bantuan Pengembangan Program (BPP) Perpustakaan Daerah,"0,50 M","0,25 M",50.00
2026,Provinsi Jawa Tengah,Kab. Banjarnegara,Dana Tambahan Penghasilan Guru ASN Daerah,"0,10 M","0,00 M",4.41
2026,Provinsi Jawa Tengah,Kab. Banjarnegara,Dana Tunjangan Profesi Guru ASN Daerah,"189,25 M","52,29 M",27.63
2026,Provinsi Jawa Tengah,Kab. Banjarnegara,Transfer Hibah,"16,87 M","0,00 M",0.00
2026,Provinsi Jawa Tengah,Kab. Banjarnegara,Transfer Hibah Pinjaman Luar Negeri,"16,87 M","0,00 M",0.00
2026,Provinsi Jawa Tengah,Kab. Banjarnegara,DANA DESA,"90,94 M","14,58 M",16.04
2026,Provinsi Jawa Tengah,Kab. Banjarnegara,Dana Desa,"90,94 M","14,58 M",16.04
2026,Provinsi Jawa Tengah,Kab. Banjarnegara,Dana Desa,"90,94 M","14,58 M",16.04
2026,Provinsi Jawa Tengah,Kab. Banjarnegara,TOTAL TKDD,"1.456,24 M","461,49 M",31.69
2026,Provinsi Jawa Tengah,Kab. Banyumas,TRANSFER KE DAERAH,"2.016,94 M","681,12 M",33.77
2026,Provinsi Jawa Tengah,Kab. Banyumas,Dana Bagi Hasil,"15,14 M","1,67 M",11.04
2026,Provinsi Jawa Tengah,Kab. Banyumas,DBH PBB Bagian Daerah untuk Kabupaten/Kota,"1,44 M","0,14 M",10.00
2026,Provinsi Jawa Tengah,Kab. Banyumas,DBH PPh Pasal 21,"12,19 M","1,22 M",10.00
2026,Provinsi Jawa Tengah,Kab. Banyumas,DBH PPh Pasal 25/29 OP,"0,79 M","0,08 M",10.00
2026,Provinsi Jawa Tengah,Kab. Banyumas,DBH SDA Gas Bumi 30%,"0,04 M","0,04 M",100.00
2026,Provinsi Jawa Tengah,Kab. Banyumas,DBH SDA Kehutanan - PSDH,"0,41 M","0,10 M",25.00
2026,Provinsi Jawa Tengah,Kab. Banyumas,DBH SDA Minerba - Iuran Tetap,"0,02 M","0,02 M",100.00
2026,Provinsi Jawa Tengah,Kab. Banyumas,DBH SDA Minyak Bumi 15%,"0,00 M","0,00 M",100.00
2026,Provinsi Jawa Tengah,Kab. Banyumas,DBH SDA Panas Bumi - Iuran Tetap,"0,00 M","0,00 M",100.00
2026,Provinsi Jawa Tengah,Kab. Banyumas,DBH SDA Perikanan,"0,25 M","0,06 M",25.00
2026,Provinsi Jawa Tengah,Kab. Banyumas,Dana Alokasi Umum,"1.417,36 M","470,45 M",33.19
2026,Provinsi Jawa Tengah,Kab. Banyumas,Dana Alokasi Umum,"1.411,36 M","470,45 M",33.33
2026,Provinsi Jawa Tengah,Kab. Banyumas,Dana Alokasi Umum Pendanaan Kelurahan,"6,00 M","0,00 M",0.00
2026,Provinsi Jawa Tengah,Kab. Banyumas,Dana Alokasi Khusus Fisik,"6,48 M","0,00 M",0.00
2026,Provinsi Jawa Tengah,Kab. Banyumas,Dana Alokasi Khusus Penugasan,"6,48 M","0,00 M",0.00
2026,Provinsi Jawa Tengah,Kab. Banyumas,Dana Alokasi Khusus Nonfisik,"577,95 M","209,00 M",36.16
2026,Provinsi Jawa Tengah,Kab. Banyumas,Dana Bantuan Operasioanal Penyelenggaraan (BOP) Museum dan Taman Budaya,"1,40 M","0,70 M",50.00
2026,Provinsi Jawa Tengah,Kab. Banyumas,Dana Bantuan Operasional Keluarga Berencana,"11,65 M","5,83 M",50.00
2026,Provinsi Jawa Tengah,Kab. Banyumas,Dana Bantuan Operasional Kesehatan,"43,51 M","16,14 M",37.11
2026,Provinsi Jawa Tengah,Kab. Banyumas,Dana Bantuan Operasional Penyelenggaraan (BOP) Pendidikan Kesetaraan,"9,20 M","4,50 M",48.93
2026,Provinsi Jawa Tengah,Kab. Banyumas,Dana Bantuan Operasional Penyelenggaraan - Pendidikan Anak Usia Dini,"19,33 M","9,62 M",49.74
2026,Provinsi Jawa Tengah,Kab. Banyumas,Dana Bantuan Operasional Sekolah,"184,74 M","91,16 M",49.35
2026,Provinsi Jawa Tengah,Kab. Banyumas,Dana Bantuan Pengembangan Program (BPP) Perpustakaan Daerah,"0,60 M","0,30 M",50.00
2026,Provinsi Jawa Tengah,Kab. Banyumas,Dana Pelayanan Perlindungan Perempuan dan Anak,"0,41 M","0,00 M",0.00
2026,Provinsi Jawa Tengah,Kab. Banyumas,Dana Tambahan Penghasilan Guru ASN Daerah,"0,36 M","0,01 M",1.82
2026,Provinsi Jawa Tengah,Kab. Banyumas,Dana Tunjangan Profesi Guru ASN Daerah,"306,75 M","80,74 M",26.32
2026,Provinsi Jawa Tengah,Kab. Banyumas,DANA DESA,"107,13 M","49,13 M",45.86
2026,Provinsi Jawa Tengah,Kab. Banyumas,Dana Desa,"107,13 M","49,13 M",45.86
2026,Provinsi Jawa Tengah,Kab. Banyumas,Dana Desa,"107,13 M","49,13 M",45.86
2026,Provinsi Jawa Tengah,Kab. Banyumas,TOTAL TKDD,"2.124,07 M","730,26 M",34.38
2026,Provinsi Jawa Tengah,Kab. Batang,TRANSFER KE DAERAH,"1.089,39 M","363,97 M",33.41
2026,Provinsi Jawa Tengah,Kab. Batang,Dana Bagi Hasil,"9,35 M","1,11 M",11.91
2026,Provinsi Jawa Tengah,Kab. Batang,DBH PBB Bagian Daerah untuk Kabupaten/Kota,"1,32 M","0,13 M",10.00
2026,Provinsi Jawa Tengah,Kab. Batang,DBH PPh Pasal 21,"6,73 M","0,67 M",10.00
2026,Provinsi Jawa Tengah,Kab. Batang,DBH PPh Pasal 25/29 OP,"0,35 M","0,03 M",10.00
2026,Provinsi Jawa Tengah,Kab. Batang,DBH SDA Gas Bumi 30%,"0,04 M","0,04 M",100.00
2026,Provinsi Jawa Tengah,Kab. Batang,DBH SDA Kehutanan - PSDH,"0,62 M","0,15 M",25.00
2026,Provinsi Jawa Tengah,Kab. Batang,DBH SDA Minerba - Iuran Tetap,"0,00 M","0,00 M",100.00
2026,Provinsi Jawa Tengah,Kab. Batang,DBH SDA Minyak Bumi 15%,"0,00 M","0,00 M",100.00
2026,Provinsi Jawa Tengah,Kab. Batang,DBH SDA Panas Bumi - Iuran Tetap,"0,00 M","0,00 M",100.00
2026,Provinsi Jawa Tengah,Kab. Batang,DBH SDA Perikanan,"0,29 M","0,07 M",25.00
2026,Provinsi Jawa Tengah,Kab. Batang,Dana Alokasi Umum,"789,69 M","257,18 M",32.57
2026,Provinsi Jawa Tengah,Kab. Batang,Dana Alokasi Umum,"771,53 M","257,18 M",33.33
2026,Provinsi Jawa Tengah,Kab. Batang,Dana Alokasi Umum Bidang Kesehatan,"16,35 M","0,00 M",0.00
2026,Provinsi Jawa Tengah,Kab. Batang,Dana Alokasi Umum Pendanaan Kelurahan,"1,80 M","0,00 M",0.00
2026,Provinsi Jawa Tengah,Kab. Batang,Dana Alokasi Khusus Fisik,"1,88 M","0,00 M",0.00
2026,Provinsi Jawa Tengah,Kab. Batang,Dana Alokasi Khusus Penugasan,"1,88 M","0,00 M",0.00
2026,Provinsi Jawa Tengah,Kab. Batang,Dana Alokasi Khusus Nonfisik,"288,47 M","105,68 M",36.63
2026,Provinsi Jawa Tengah,Kab. Batang,Dana Bantuan Operasional Keluarga Berencana,"6,58 M","0,00 M",0.00
2026,Provinsi Jawa Tengah,Kab. Batang,Dana Bantuan Operasional Kesehatan,"22,84 M","8,50 M",37.22
2026,Provinsi Jawa Tengah,Kab. Batang,Dana Bantuan Operasional Penyelenggaraan (BOP) Pendidikan Kesetaraan,"6,09 M","2,98 M",48.89
2026,Provinsi Jawa Tengah,Kab. Batang,Dana Bantuan Operasional Penyelenggaraan - Pendidikan Anak Usia Dini,"13,61 M","6,76 M",49.70
2026,Provinsi Jawa Tengah,Kab. Batang,Dana Bantuan Operasional Sekolah,"83,82 M","41,25 M",49.22
2026,Provinsi Jawa Tengah,Kab. Batang,Dana Bantuan Pengembangan Program (BPP) Perpustakaan Daerah,"0,50 M","0,25 M",50.00
2026,Provinsi Jawa Tengah,Kab. Batang,Dana Tambahan Penghasilan Guru ASN Daerah,"0,09 M","0,01 M",15.52
2026,Provinsi Jawa Tengah,Kab. Batang,Dana Tunjangan Profesi Guru ASN Daerah,"154,94 M","45,92 M",29.64
2026,Provinsi Jawa Tengah,Kab. Batang,DANA DESA,"77,78 M","21,35 M",27.45
2026,Provinsi Jawa Tengah,Kab. Batang,Dana Desa,"77,78 M","21,35 M",27.45
2026,Provinsi Jawa Tengah,Kab. Batang,Dana Desa,"77,78 M","21,35 M",27.45
2026,Provinsi Jawa Tengah,Kab. Batang,TOTAL TKDD,"1.167,17 M","385,32 M",33.01
2026,Provinsi Jawa Tengah,Kab. Blora,TRANSFER KE DAERAH,"1.355,31 M","439,48 M",32.43
2026,Provinsi Jawa Tengah,Kab. Blora,Dana Bagi Hasil,"101,98 M","20,11 M",19.72
2026,Provinsi Jawa Tengah,Kab. Blora,DBH PBB Bagian Daerah untuk Kabupaten/Kota,"30,45 M","3,05 M",10.00
2026,Provinsi Jawa Tengah,Kab. Blora,DBH PPh Pasal 21,"5,12 M","0,51 M",10.00
2026,Provinsi Jawa Tengah,Kab. Blora,DBH PPh Pasal 25/29 OP,"0,33 M","0,03 M",10.00
2026,Provinsi Jawa Tengah,Kab. Blora,DBH SDA Gas Bumi 30%,"3,68 M","0,92 M",25.00
2026,Provinsi Jawa Tengah,Kab. Blora,DBH SDA Kehutanan - PSDH,"2,38 M","0,60 M",25.00
2026,Provinsi Jawa Tengah,Kab. Blora,DBH SDA Minerba - Iuran Tetap,"0,00 M","0,00 M",100.00
2026,Provinsi Jawa Tengah,Kab. Blora,DBH SDA Minyak Bumi 15%,"59,76 M","14,94 M",25.00
2026,Provinsi Jawa Tengah,Kab. Blora,DBH SDA Panas Bumi - Iuran Tetap,"0,00 M","0,00 M",100.00
2026,Provinsi Jawa Tengah,Kab. Blora,DBH SDA Perikanan,"0,25 M","0,06 M",25.00
2026,Provinsi Jawa Tengah,Kab. Blora,Dana Alokasi Umum,"888,48 M","288,66 M",32.49
2026,Provinsi Jawa Tengah,Kab. Blora,Dana Alokasi Umum,"865,97 M","288,66 M",33.33
2026,Provinsi Jawa Tengah,Kab. Blora,Dana Alokasi Umum Bidang Kesehatan,"17,70 M","0,00 M",0.00
2026,Provinsi Jawa Tengah,Kab. Blora,Dana Alokasi Umum Pendanaan Kelurahan,"4,80 M","0,00 M",0.00
2026,Provinsi Jawa Tengah,Kab. Blora,Dana Alokasi Khusus Fisik,"1,25 M","0,00 M",0.00
2026,Provinsi Jawa Tengah,Kab. Blora,Dana Alokasi Khusus Penugasan,"1,25 M","0,00 M",0.00
2026,Provinsi Jawa Tengah,Kab. Blora,Dana Alokasi Khusus Nonfisik,"363,61 M","130,71 M",35.95
2026,Provinsi Jawa Tengah,Kab. Blora,Dana Bantuan Operasional Keluarga Berencana,"7,82 M","3,91 M",50.00
2026,Provinsi Jawa Tengah,Kab. Blora,Dana Bantuan Operasional Kesehatan,"35,17 M","12,84 M",36.52
2026,Provinsi Jawa Tengah,Kab. Blora,Dana Bantuan Operasional Penyelenggaraan (BOP) Pendidikan Kesetaraan,"6,18 M","3,02 M",48.91
2026,Provinsi Jawa Tengah,Kab. Blora,Dana Bantuan Operasional Penyelenggaraan - Pendidikan Anak Usia Dini,"16,32 M","8,12 M",49.73
2026,Provinsi Jawa Tengah,Kab. Blora,Dana Bantuan Operasional Sekolah,"87,98 M","43,07 M",48.96
2026,Provinsi Jawa Tengah,Kab. Blora,Dana Bantuan Pengembangan Program (BPP) Perpustakaan Daerah,"0,60 M","0,30 M",50.00
2026,Provinsi Jawa Tengah,Kab. Blora,Dana Tambahan Penghasilan Guru ASN Daerah,"0,11 M","0,03 M",29.39
2026,Provinsi Jawa Tengah,Kab. Blora,Dana Tunjangan Profesi Guru ASN Daerah,"209,42 M","59,41 M",28.37
2026,Provinsi Jawa Tengah,Kab. Blora,DANA DESA,"87,40 M","35,85 M",41.02
2026,Provinsi Jawa Tengah,Kab. Blora,Dana Desa,"87,40 M","35,85 M",41.02
2026,Provinsi Jawa Tengah,Kab. Blora,Dana Desa,"87,40 M","35,85 M",41.02
2026,Provinsi Jawa Tengah,Kab. Blora,TOTAL TKDD,"1.442,71 M","475,33 M",32.95
2026,Provinsi Jawa Tengah,Kab. Boyolali,TRANSFER KE DAERAH,"1.211,21 M","397,25 M",32.80
2026,Provinsi Jawa Tengah,Kab. Boyolali,Dana Bagi Hasil,"8,20 M","0,98 M",11.91
2026,Provinsi Jawa Tengah,Kab. Boyolali,DBH PBB Bagian Daerah untuk Kabupaten/Kota,"0,82 M","0,08 M",10.00
2026,Provinsi Jawa Tengah,Kab. Boyolali,DBH PPh Pasal 21,"6,22 M","0,62 M",10.00
2026,Provinsi Jawa Tengah,Kab. Boyolali,DBH PPh Pasal 25/29 OP,"0,47 M","0,05 M",10.00
2026,Provinsi Jawa Tengah,Kab. Boyolali,DBH SDA Gas Bumi 30%,"0,05 M","0,05 M",100.00
2026,Provinsi Jawa Tengah,Kab. Boyolali,DBH SDA Kehutanan - PSDH,"0,37 M","0,09 M",25.00
2026,Provinsi Jawa Tengah,Kab. Boyolali,DBH SDA Minerba - Iuran Tetap,"0,00 M","0,00 M",100.00
2026,Provinsi Jawa Tengah,Kab. Boyolali,DBH SDA Minyak Bumi 15%,"0,01 M","0,01 M",100.00
2026,Provinsi Jawa Tengah,Kab. Boyolali,DBH SDA Panas Bumi - Iuran Tetap,"0,01 M","0,01 M",100.00
2026,Provinsi Jawa Tengah,Kab. Boyolali,DBH SDA Perikanan,"0,25 M","0,06 M",25.00
2026,Provinsi Jawa Tengah,Kab. Boyolali,Dana Alokasi Umum,"843,76 M","274,84 M",32.57
2026,Provinsi Jawa Tengah,Kab. Boyolali,Dana Alokasi Umum,"824,52 M","274,84 M",33.33
2026,Provinsi Jawa Tengah,Kab. Boyolali,Dana Alokasi Umum Bidang Kesehatan,"18,04 M","0,00 M",0.00
2026,Provinsi Jawa Tengah,Kab. Boyolali,Dana Alokasi Umum Pendanaan Kelurahan,"1,20 M","0,00 M",0.00
2026,Provinsi Jawa Tengah,Kab. Boyolali,Dana Alokasi Khusus Nonfisik,"359,26 M","121,44 M",33.80
2026,Provinsi Jawa Tengah,Kab. Boyolali,Dana Bantuan Operasioanal Penyelenggaraan (BOP) Museum dan Taman Budaya,"0,60 M","0,30 M",50.00
2026,Provinsi Jawa Tengah,Kab. Boyolali,Dana Bantuan Operasional Keluarga Berencana,"8,89 M","4,45 M",50.00
2026,Provinsi Jawa Tengah,Kab. Boyolali,Dana Bantuan Operasional Kesehatan,"31,28 M","10,90 M",34.83
2026,Provinsi Jawa Tengah,Kab. Boyolali,Dana Bantuan Operasional Penyelenggaraan (BOP) Pendidikan Kesetaraan,"3,09 M","1,50 M",48.54
2026,Provinsi Jawa Tengah,Kab. Boyolali,Dana Bantuan Operasional Penyelenggaraan - Pendidikan Anak Usia Dini,"16,21 M","8,04 M",49.62
2026,Provinsi Jawa Tengah,Kab. Boyolali,Dana Bantuan Operasional Sekolah,"92,82 M","45,50 M",49.02
2026,Provinsi Jawa Tengah,Kab. Boyolali,Dana Bantuan Pengembangan Program (BPP) Perpustakaan Daerah,"0,50 M","0,25 M",50.00
2026,Provinsi Jawa Tengah,Kab. Boyolali,Dana Tambahan Penghasilan Guru ASN Daerah,"0,68 M","0,01 M",1.90
2026,Provinsi Jawa Tengah,Kab. Boyolali,Dana Tunjangan Profesi Guru ASN Daerah,"205,19 M","50,49 M",24.61
2026,Provinsi Jawa Tengah,Kab. Boyolali,DANA DESA,"89,24 M","41,70 M",46.72
2026,Provinsi Jawa Tengah,Kab. Boyolali,Dana Desa,"89,24 M","41,70 M",46.72
2026,Provinsi Jawa Tengah,Kab. Boyolali,Dana Desa,"89,24 M","41,70 M",46.72
2026,Provinsi Jawa Tengah,Kab. Boyolali,TOTAL TKDD,"1.300,46 M","438,95 M",33.75
2026,Provinsi Jawa Tengah,Kab. Brebes,TRANSFER KE DAERAH,"2.159,65 M","719,47 M",33.31
2026,Provinsi Jawa Tengah,Kab. Brebes,Dana Bagi Hasil,"9,41 M","0,22 M",2.31
2026,Provinsi Jawa Tengah,Kab. Brebes,DBH PBB Bagian Daerah untuk Kabupaten/Kota,"1,89 M","0,00 M",0.00
2026,Provinsi Jawa Tengah,Kab. Brebes,DBH PPh Pasal 21,"6,35 M","0,00 M",0.00
2026,Provinsi Jawa Tengah,Kab. Brebes,DBH PPh Pasal 25/29 OP,"0,45 M","0,00 M",0.00
2026,Provinsi Jawa Tengah,Kab. Brebes,DBH SDA Gas Bumi 30%,"0,04 M","0,04 M",100.00
2026,Provinsi Jawa Tengah,Kab. Brebes,DBH SDA Kehutanan - PSDH,"0,37 M","0,09 M",25.00
2026,Provinsi Jawa Tengah,Kab. Brebes,DBH SDA Minerba - Iuran Tetap,"0,00 M","0,00 M",100.00
2026,Provinsi Jawa Tengah,Kab. Brebes,DBH SDA Minyak Bumi 15%,"0,00 M","0,00 M",100.00
2026,Provinsi Jawa Tengah,Kab. Brebes,DBH SDA Panas Bumi - Iuran Tetap,"0,00 M","0,00 M",100.00
2026,Provinsi Jawa Tengah,Kab. Brebes,DBH SDA Perikanan,"0,31 M","0,08 M",25.00
2026,Provinsi Jawa Tengah,Kab. Brebes,Dana Alokasi Umum,"1.478,34 M","477,15 M",32.28
2026,Provinsi Jawa Tengah,Kab. Brebes,Dana Alokasi Umum,"1.431,46 M","477,15 M",33.33
2026,Provinsi Jawa Tengah,Kab. Brebes,Dana Alokasi Umum Bidang Kesehatan,"31,21 M","0,00 M",0.00
2026,Provinsi Jawa Tengah,Kab. Brebes,Dana Alokasi Umum Bidang Pendidikan,"14,67 M","0,00 M",0.00
2026,Provinsi Jawa Tengah,Kab. Brebes,Dana Alokasi Umum Pendanaan Kelurahan,"1,00 M","0,00 M",0.00
2026,Provinsi Jawa Tengah,Kab. Brebes,Dana Alokasi Khusus Fisik,"32,85 M","0,00 M",0.00
2026,Provinsi Jawa Tengah,Kab. Brebes,Dana Alokasi Khusus Penugasan,"32,85 M","0,00 M",0.00
2026,Provinsi Jawa Tengah,Kab. Brebes,Dana Alokasi Khusus Nonfisik,"639,05 M","242,10 M",37.88
2026,Provinsi Jawa Tengah,Kab. Brebes,Dana Bantuan Operasional Keluarga Berencana,"14,64 M","7,32 M",50.00
2026,Provinsi Jawa Tengah,Kab. Brebes,Dana Bantuan Operasional Kesehatan,"54,31 M","19,57 M",36.04
2026,Provinsi Jawa Tengah,Kab. Brebes,Dana Bantuan Operasional Penyelenggaraan (BOP) Pendidikan Kesetaraan,"14,90 M","7,31 M",49.09
2026,Provinsi Jawa Tengah,Kab. Brebes,Dana Bantuan Operasional Penyelenggaraan - Pendidikan Anak Usia Dini,"22,02 M","10,96 M",49.78
2026,Provinsi Jawa Tengah,Kab. Brebes,Dana Bantuan Operasional Sekolah,"208,25 M","102,83 M",49.38
2026,Provinsi Jawa Tengah,Kab. Brebes,Dana Bantuan Pengembangan Program (BPP) Perpustakaan Daerah,"0,40 M","0,20 M",50.00
2026,Provinsi Jawa Tengah,Kab. Brebes,Dana Pelayanan Perlindungan Perempuan dan Anak,"0,41 M","0,00 M",0.00
2026,Provinsi Jawa Tengah,Kab. Brebes,Dana Tambahan Penghasilan Guru ASN Daerah,"0,13 M","0,03 M",20.24
2026,Provinsi Jawa Tengah,Kab. Brebes,Dana Tunjangan Profesi Guru ASN Daerah,"323,99 M","93,88 M",28.98
2026,Provinsi Jawa Tengah,Kab. Brebes,DANA DESA,"105,45 M","41,05 M",38.93
2026,Provinsi Jawa Tengah,Kab. Brebes,Dana Desa,"105,45 M","41,05 M",38.93
2026,Provinsi Jawa Tengah,Kab. Brebes,Dana Desa,"105,45 M","41,05 M",38.93
2026,Provinsi Jawa Tengah,Kab. Brebes,TOTAL TKDD,"2.265,10 M","760,52 M",33.58
2026,Provinsi Jawa Tengah,Kab. Cilacap,TRANSFER KE DAERAH,"1.896,89 M","623,28 M",32.86
