Tahun,Provinsi,Pemda,Akun,Anggaran,Realisasi,Persentase
2026,Provinsi Aceh,Kab. Pidie,TRANSFER KE DAERAH,"1.337,58 M","427,41 M",31.95
2026,Provinsi Aceh,Kab. Pidie,Dana Bagi Hasil,"9,11 M","1,36 M",14.93
2026,Provinsi Aceh,Kab. Pidie,Dana Bagi Hasil Perkebunan Sawit,"1,10 M","0,00 M",0.00
2026,Provinsi Aceh,Kab. Pidie,DBH PBB Bagian Daerah untuk Kabupaten/Kota,"0,55 M","0,00 M",0.00
2026,Provinsi Aceh,Kab. Pidie,DBH PPh Pasal 21,"2,03 M","0,00 M",0.00
2026,Provinsi Aceh,Kab. Pidie,DBH PPh Pasal 25/29 OP,"0,07 M","0,00 M",0.00
2026,Provinsi Aceh,Kab. Pidie,DBH SDA Gas Bumi 30%,"0,10 M","0,02 M",25.00
2026,Provinsi Aceh,Kab. Pidie,DBH SDA Kehutanan - PSDH,"0,01 M","0,01 M",100.00
2026,Provinsi Aceh,Kab. Pidie,DBH SDA Minerba - Iuran Tetap,"0,02 M","0,00 M",25.00
2026,Provinsi Aceh,Kab. Pidie,DBH SDA Minerba - Royalti,"4,86 M","1,21 M",25.00
2026,Provinsi Aceh,Kab. Pidie,DBH SDA Minyak Bumi 15%,"0,04 M","0,01 M",25.00
2026,Provinsi Aceh,Kab. Pidie,DBH SDA Panas Bumi - Iuran Tetap,"0,02 M","0,02 M",100.00
2026,Provinsi Aceh,Kab. Pidie,DBH SDA Perikanan,"0,32 M","0,08 M",25.00
2026,Provinsi Aceh,Kab. Pidie,Dana Alokasi Umum,"1.082,13 M","355,00 M",32.81
2026,Provinsi Aceh,Kab. Pidie,Dana Alokasi Umum,"1.039,31 M","346,44 M",33.33
2026,Provinsi Aceh,Kab. Pidie,Dana Alokasi Umum Bidang Kesehatan,"26,50 M","5,30 M",20.00
2026,Provinsi Aceh,Kab. Pidie,Dana Alokasi Umum Bidang Pendidikan,"16,32 M","3,26 M",20.00
2026,Provinsi Aceh,Kab. Pidie,Dana Alokasi Khusus Fisik,"39,90 M","0,00 M",0.00
2026,Provinsi Aceh,Kab. Pidie,Dana Alokasi Khusus Penugasan,"39,90 M","0,00 M",0.00
2026,Provinsi Aceh,Kab. Pidie,Dana Alokasi Khusus Nonfisik,"206,43 M","71,05 M",34.42
2026,Provinsi Aceh,Kab. Pidie,Dana Bantuan Operasional Keluarga Berencana,"7,02 M","3,51 M",50.00
2026,Provinsi Aceh,Kab. Pidie,Dana Bantuan Operasional Kesehatan,"27,72 M","10,13 M",36.54
2026,Provinsi Aceh,Kab. Pidie,Dana Bantuan Operasional Penyelenggaraan (BOP) Pendidikan Kesetaraan,"1,18 M","0,34 M",28.76
2026,Provinsi Aceh,Kab. Pidie,Dana Bantuan Operasional Penyelenggaraan - Pendidikan Anak Usia Dini,"4,20 M","2,02 M",48.18
2026,Provinsi Aceh,Kab. Pidie,Dana Bantuan Operasional Sekolah,"48,05 M","23,33 M",48.55
2026,Provinsi Aceh,Kab. Pidie,Dana Bantuan Pengembangan Program (BPP) Perpustakaan Daerah,"0,50 M","0,25 M",50.00
2026,Provinsi Aceh,Kab. Pidie,Dana Tambahan Penghasilan Guru ASN Daerah,"0,05 M","0,01 M",11.27
2026,Provinsi Aceh,Kab. Pidie,Dana Tunjangan Khusus Guru ASN Daerah,"3,18 M","0,74 M",23.12
2026,Provinsi Aceh,Kab. Pidie,Dana Tunjangan Profesi Guru ASN Daerah,"114,53 M","30,72 M",26.82
2026,Provinsi Aceh,Kab. Pidie,DANA DESA,"184,75 M","74,93 M",40.56
2026,Provinsi Aceh,Kab. Pidie,Dana Desa,"184,75 M","74,93 M",40.56
2026,Provinsi Aceh,Kab. Pidie,Dana Desa,"184,75 M","74,93 M",40.56
2026,Provinsi Aceh,Kab. Pidie,TOTAL TKDD,"1.522,33 M","502,34 M",33.00
2026,Provinsi Aceh,Kab. Simeulue,TRANSFER KE DAERAH,"591,26 M","181,72 M",30.73
2026,Provinsi Aceh,Kab. Simeulue,Dana Bagi Hasil,"4,62 M","0,60 M",12.92
2026,Provinsi Aceh,Kab. Simeulue,Dana Bagi Hasil Perkebunan Sawit,"0,70 M","0,00 M",0.00
2026,Provinsi Aceh,Kab. Simeulue,DBH PBB Bagian Daerah untuk Kabupaten/Kota,"0,51 M","0,00 M",0.00
2026,Provinsi Aceh,Kab. Simeulue,DBH PPh Pasal 21,"1,04 M","0,00 M",0.00
2026,Provinsi Aceh,Kab. Simeulue,DBH PPh Pasal 25/29 OP,"0,02 M","0,00 M",0.00
2026,Provinsi Aceh,Kab. Simeulue,DBH SDA Gas Bumi 30%,"0,10 M","0,02 M",25.00
2026,Provinsi Aceh,Kab. Simeulue,DBH SDA Kehutanan - PSDH,"0,00 M","0,00 M",100.00
2026,Provinsi Aceh,Kab. Simeulue,DBH SDA Minerba - Royalti,"1,38 M","0,35 M",25.00
2026,Provinsi Aceh,Kab. Simeulue,DBH SDA Minyak Bumi 15%,"0,04 M","0,01 M",25.00
2026,Provinsi Aceh,Kab. Simeulue,DBH SDA Panas Bumi - Iuran Tetap,"0,01 M","0,01 M",100.00
2026,Provinsi Aceh,Kab. Simeulue,DBH SDA Perikanan,"0,84 M","0,21 M",25.00
2026,Provinsi Aceh,Kab. Simeulue,Dana Alokasi Umum,"477,42 M","153,12 M",32.07
2026,Provinsi Aceh,Kab. Simeulue,Dana Alokasi Umum,"459,35 M","153,12 M",33.33
2026,Provinsi Aceh,Kab. Simeulue,Dana Alokasi Umum Bidang Kesehatan,"9,66 M","0,00 M",0.00
2026,Provinsi Aceh,Kab. Simeulue,Dana Alokasi Umum Bidang Pendidikan,"8,40 M","0,00 M",0.00
2026,Provinsi Aceh,Kab. Simeulue,Dana Alokasi Khusus Fisik,"8,24 M","0,00 M",0.00
2026,Provinsi Aceh,Kab. Simeulue,Dana Alokasi Khusus Penugasan,"8,24 M","0,00 M",0.00
2026,Provinsi Aceh,Kab. Simeulue,Dana Alokasi Khusus Nonfisik,"100,99 M","28,01 M",27.73
2026,Provinsi Aceh,Kab. Simeulue,Dana Bantuan Operasional Keluarga Berencana,"1,86 M","0,00 M",0.00
2026,Provinsi Aceh,Kab. Simeulue,Dana Bantuan Operasional Kesehatan,"22,18 M","4,25 M",19.17
2026,Provinsi Aceh,Kab. Simeulue,Dana Bantuan Operasional Penyelenggaraan (BOP) Pendidikan Kesetaraan,"0,20 M","0,06 M",27.72
2026,Provinsi Aceh,Kab. Simeulue,Dana Bantuan Operasional Penyelenggaraan - Pendidikan Anak Usia Dini,"1,59 M","0,72 M",45.45
2026,Provinsi Aceh,Kab. Simeulue,Dana Bantuan Operasional Sekolah,"16,10 M","7,67 M",47.65
2026,Provinsi Aceh,Kab. Simeulue,Dana Tambahan Penghasilan Guru ASN Daerah,"0,05 M","0,02 M",55.00
2026,Provinsi Aceh,Kab. Simeulue,Dana Tunjangan Khusus Guru ASN Daerah,"1,34 M","0,33 M",24.58
2026,Provinsi Aceh,Kab. Simeulue,Dana Tunjangan Profesi Guru ASN Daerah,"57,66 M","14,95 M",25.92
2026,Provinsi Aceh,Kab. Simeulue,DANA DESA,"38,38 M","9,20 M",23.97
2026,Provinsi Aceh,Kab. Simeulue,Dana Desa,"38,38 M","9,20 M",23.97
2026,Provinsi Aceh,Kab. Simeulue,Dana Desa,"38,38 M","9,20 M",23.97
2026,Provinsi Aceh,Kab. Simeulue,TOTAL TKDD,"629,65 M","190,92 M",30.32
2026,Provinsi Aceh,Kota Banda Aceh,TRANSFER KE DAERAH,"871,31 M","332,37 M",38.15
2026,Provinsi Aceh,Kota Banda Aceh,Dana Bagi Hasil,"52,11 M","12,54 M",24.05
2026,Provinsi Aceh,Kota Banda Aceh,Dana Bagi Hasil Perkebunan Sawit,"0,40 M","0,00 M",0.00
2026,Provinsi Aceh,Kota Banda Aceh,DBH Cukai Hasil Tembakau,"0,11 M","0,09 M",85.77
2026,Provinsi Aceh,Kota Banda Aceh,DBH PBB Bagian Daerah untuk Kabupaten/Kota,"3,53 M","1,69 M",47.82
2026,Provinsi Aceh,Kota Banda Aceh,DBH PPh Pasal 21,"41,98 M","8,04 M",19.15
2026,Provinsi Aceh,Kota Banda Aceh,DBH PPh Pasal 25/29 OP,"1,70 M","1,02 M",59.97
2026,Provinsi Aceh,Kota Banda Aceh,DBH SDA Gas Bumi 30%,"0,34 M","0,09 M",26.03
2026,Provinsi Aceh,Kota Banda Aceh,DBH SDA Kehutanan - PSDH,"0,01 M","0,00 M",39.41
2026,Provinsi Aceh,Kota Banda Aceh,DBH SDA Minerba - Iuran Tetap,"0,00 M","0,00 M",100.00
2026,Provinsi Aceh,Kota Banda Aceh,DBH SDA Minerba - Royalti,"3,43 M","1,28 M",37.32
2026,Provinsi Aceh,Kota Banda Aceh,DBH SDA Minyak Bumi 15%,"0,11 M","0,03 M",30.98
2026,Provinsi Aceh,Kota Banda Aceh,DBH SDA Panas Bumi - Iuran Tetap,"0,06 M","0,04 M",64.88
2026,Provinsi Aceh,Kota Banda Aceh,DBH SDA Perikanan,"0,44 M","0,25 M",55.75
2026,Provinsi Aceh,Kota Banda Aceh,Dana Alokasi Umum,"696,04 M","277,50 M",39.87
2026,Provinsi Aceh,Kota Banda Aceh,Dana Alokasi Umum,"681,36 M","277,50 M",40.73
2026,Provinsi Aceh,Kota Banda Aceh,Dana Alokasi Umum Bidang Kesehatan,"8,91 M","0,00 M",0.00
2026,Provinsi Aceh,Kota Banda Aceh,Dana Alokasi Umum Bidang Pendidikan,"5,78 M","0,00 M",0.00
2026,Provinsi Aceh,Kota Banda Aceh,Dana Alokasi Khusus Nonfisik,"123,15 M","42,33 M",34.37
2026,Provinsi Aceh,Kota Banda Aceh,Dana Bantuan Operasional Keluarga Berencana,"1,35 M","0,00 M",0.00
2026,Provinsi Aceh,Kota Banda Aceh,Dana Bantuan Operasional Kesehatan,"9,66 M","1,46 M",15.08
2026,Provinsi Aceh,Kota Banda Aceh,Dana Bantuan Operasional Penyelenggaraan (BOP) Pendidikan Kesetaraan,"3,21 M","1,56 M",48.60
2026,Provinsi Aceh,Kota Banda Aceh,Dana Bantuan Operasional Penyelenggaraan - Pendidikan Anak Usia Dini,"5,46 M","2,65 M",48.52
2026,Provinsi Aceh,Kota Banda Aceh,Dana Bantuan Operasional Sekolah,"38,32 M","18,95 M",49.46
2026,Provinsi Aceh,Kota Banda Aceh,Dana Pelayanan Perlindungan Perempuan dan Anak,"0,51 M","0,00 M",0.00
2026,Provinsi Aceh,Kota Banda Aceh,Dana Tambahan Penghasilan Guru ASN Daerah,"0,02 M","0,01 M",32.14
2026,Provinsi Aceh,Kota Banda Aceh,Dana Tunjangan Profesi Guru ASN Daerah,"64,62 M","17,70 M",27.39
2026,Provinsi Aceh,Kota Banda Aceh,DANA DESA,"27,86 M","11,26 M",40.40
2026,Provinsi Aceh,Kota Banda Aceh,Dana Desa,"27,86 M","11,26 M",40.40
2026,Provinsi Aceh,Kota Banda Aceh,Dana Desa,"27,86 M","11,26 M",40.40
2026,Provinsi Aceh,Kota Banda Aceh,TOTAL TKDD,"899,17 M","343,63 M",38.22
2026,Provinsi Aceh,Kota Sabang,TRANSFER KE DAERAH,"447,23 M","160,92 M",35.98
2026,Provinsi Aceh,Kota Sabang,Dana Bagi Hasil,"10,12 M","4,01 M",39.68
2026,Provinsi Aceh,Kota Sabang,DBH Cukai Hasil Tembakau,"0,11 M","0,09 M",86.52
2026,Provinsi Aceh,Kota Sabang,DBH PBB Bagian Daerah untuk Kabupaten/Kota,"1,78 M","0,32 M",17.96
2026,Provinsi Aceh,Kota Sabang,DBH PPh Pasal 21,"3,23 M","1,64 M",50.74
2026,Provinsi Aceh,Kota Sabang,DBH PPh Pasal 25/29 OP,"0,11 M","0,01 M",11.67
2026,Provinsi Aceh,Kota Sabang,DBH SDA Gas Bumi 30%,"0,36 M","0,09 M",25.26
2026,Provinsi Aceh,Kota Sabang,DBH SDA Kehutanan - PSDH,"0,00 M","0,00 M",100.00
2026,Provinsi Aceh,Kota Sabang,DBH SDA Minerba - Iuran Tetap,"0,00 M","0,00 M",100.00
2026,Provinsi Aceh,Kota Sabang,DBH SDA Minerba - Royalti,"3,60 M","1,31 M",36.33
2026,Provinsi Aceh,Kota Sabang,DBH SDA Minyak Bumi 15%,"0,11 M","0,03 M",30.24
2026,Provinsi Aceh,Kota Sabang,DBH SDA Panas Bumi - Iuran Tetap,"0,14 M","0,14 M",96.42
2026,Provinsi Aceh,Kota Sabang,DBH SDA Perikanan,"0,66 M","0,37 M",55.75
2026,Provinsi Aceh,Kota Sabang,Dana Alokasi Umum,"370,92 M","143,40 M",38.66
2026,Provinsi Aceh,Kota Sabang,Dana Alokasi Umum,"361,41 M","143,40 M",39.68
2026,Provinsi Aceh,Kota Sabang,Dana Alokasi Umum Bidang Kesehatan,"6,87 M","0,00 M",0.00
2026,Provinsi Aceh,Kota Sabang,Dana Alokasi Umum Bidang Pendidikan,"2,63 M","0,00 M",0.00
2026,Provinsi Aceh,Kota Sabang,Dana Alokasi Khusus Fisik,"27,19 M","0,00 M",0.00
2026,Provinsi Aceh,Kota Sabang,Dana Alokasi Khusus Penugasan,"27,19 M","0,00 M",0.00
2026,Provinsi Aceh,Kota Sabang,Dana Alokasi Khusus Nonfisik,"39,01 M","13,51 M",34.62
2026,Provinsi Aceh,Kota Sabang,Dana Bantuan Operasional Keluarga Berencana,"0,29 M","0,15 M",50.00
2026,Provinsi Aceh,Kota Sabang,Dana Bantuan Operasional Kesehatan,"11,20 M","4,86 M",43.35
2026,Provinsi Aceh,Kota Sabang,Dana Bantuan Operasional Penyelenggaraan (BOP) Pendidikan Kesetaraan,"0,55 M","0,23 M",41.87
2026,Provinsi Aceh,Kota Sabang,Dana Bantuan Operasional Penyelenggaraan - Pendidikan Anak Usia Dini,"0,84 M","0,36 M",42.63
2026,Provinsi Aceh,Kota Sabang,Dana Bantuan Operasional Sekolah,"5,77 M","2,83 M",49.11
2026,Provinsi Aceh,Kota Sabang,Dana Pelayanan Perlindungan Perempuan dan Anak,"0,51 M","0,00 M",0.00
2026,Provinsi Aceh,Kota Sabang,Dana Tambahan Penghasilan Guru ASN Daerah,"0,02 M","0,00 M",3.57
2026,Provinsi Aceh,Kota Sabang,Dana Tunjangan Profesi Guru ASN Daerah,"19,83 M","5,08 M",25.63
2026,Provinsi Aceh,Kota Sabang,DANA DESA,"5,49 M","2,68 M",48.78
2026,Provinsi Aceh,Kota Sabang,Dana Desa,"5,49 M","2,68 M",48.78
2026,Provinsi Aceh,Kota Sabang,Dana Desa,"5,49 M","2,68 M",48.78
2026,Provinsi Aceh,Kota Sabang,TOTAL TKDD,"452,73 M","163,60 M",36.14
2026,Provinsi Aceh,Kota Langsa,TRANSFER KE DAERAH,"600,88 M","232,74 M",38.73
2026,Provinsi Aceh,Kota Langsa,Dana Bagi Hasil,"17,92 M","5,56 M",31.03
2026,Provinsi Aceh,Kota Langsa,Dana Bagi Hasil Perkebunan Sawit,"1,62 M","0,00 M",0.00
2026,Provinsi Aceh,Kota Langsa,DBH Cukai Hasil Tembakau,"0,11 M","0,15 M",138.05
2026,Provinsi Aceh,Kota Langsa,DBH PBB Bagian Daerah untuk Kabupaten/Kota,"3,57 M","1,48 M",41.53
2026,Provinsi Aceh,Kota Langsa,DBH PPh Pasal 21,"7,05 M","1,97 M",27.98
2026,Provinsi Aceh,Kota Langsa,DBH PPh Pasal 25/29 OP,"0,26 M","0,03 M",12.73
2026,Provinsi Aceh,Kota Langsa,DBH SDA Gas Bumi 30%,"1,18 M","0,27 M",22.99
2026,Provinsi Aceh,Kota Langsa,DBH SDA Kehutanan - PSDH,"0,01 M","0,00 M",40.99
2026,Provinsi Aceh,Kota Langsa,DBH SDA Minerba - Iuran Tetap,"0,01 M","0,00 M",0.36
2026,Provinsi Aceh,Kota Langsa,DBH SDA Minerba - Royalti,"3,47 M","1,28 M",36.96
2026,Provinsi Aceh,Kota Langsa,DBH SDA Minyak Bumi 15%,"0,20 M","0,11 M",55.75
2026,Provinsi Aceh,Kota Langsa,DBH SDA Panas Bumi - Iuran Tetap,"0,01 M","0,01 M",64.29
2026,Provinsi Aceh,Kota Langsa,DBH SDA Perikanan,"0,44 M","0,25 M",55.75
2026,Provinsi Aceh,Kota Langsa,Dana Alokasi Umum,"504,33 M","199,37 M",39.53
2026,Provinsi Aceh,Kota Langsa,Dana Alokasi Umum,"491,62 M","196,82 M",40.04
2026,Provinsi Aceh,Kota Langsa,Dana Alokasi Umum Bidang Kesehatan,"9,37 M","1,87 M",20.00
2026,Provinsi Aceh,Kota Langsa,Dana Alokasi Umum Bidang Pendidikan,"3,34 M","0,67 M",20.00
2026,Provinsi Aceh,Kota Langsa,Dana Alokasi Khusus Fisik,"1,30 M","0,00 M",0.00
2026,Provinsi Aceh,Kota Langsa,Dana Alokasi Khusus Penugasan,"1,30 M","0,00 M",0.00
2026,Provinsi Aceh,Kota Langsa,Dana Alokasi Khusus Nonfisik,"77,33 M","27,81 M",35.97
2026,Provinsi Aceh,Kota Langsa,Dana Bantuan Operasional Keluarga Berencana,"0,79 M","0,40 M",50.00
2026,Provinsi Aceh,Kota Langsa,Dana Bantuan Operasional Kesehatan,"6,59 M","2,47 M",37.45
2026,Provinsi Aceh,Kota Langsa,Dana Bantuan Operasional Penyelenggaraan (BOP) Pendidikan Kesetaraan,"2,25 M","1,06 M",47.00
2026,Provinsi Aceh,Kota Langsa,Dana Bantuan Operasional Penyelenggaraan - Pendidikan Anak Usia Dini,"3,09 M","1,46 M",47.22
2026,Provinsi Aceh,Kota Langsa,Dana Bantuan Operasional Sekolah,"20,07 M","9,90 M",49.34
2026,Provinsi Aceh,Kota Langsa,Dana Pelayanan Perlindungan Perempuan dan Anak,"0,51 M","0,25 M",50.00
2026,Provinsi Aceh,Kota Langsa,Dana Tambahan Penghasilan Guru ASN Daerah,"0,02 M","0,00 M",25.00
2026,Provinsi Aceh,Kota Langsa,Dana Tunjangan Profesi Guru ASN Daerah,"44,01 M","12,27 M",27.88
2026,Provinsi Aceh,Kota Langsa,DANA DESA,"20,40 M","9,32 M",45.66
2026,Provinsi Aceh,Kota Langsa,Dana Desa,"20,40 M","9,32 M",45.66
2026,Provinsi Aceh,Kota Langsa,Dana Desa,"20,40 M","9,32 M",45.66
2026,Provinsi Aceh,Kota Langsa,TOTAL TKDD,"621,29 M","242,06 M",38.96
2026,Provinsi Aceh,Kota Lhokseumawe,TRANSFER KE DAERAH,"608,33 M","239,44 M",39.36
2026,Provinsi Aceh,Kota Lhokseumawe,Dana Bagi Hasil,"24,04 M","5,61 M",23.33
2026,Provinsi Aceh,Kota Lhokseumawe,Dana Bagi Hasil Perkebunan Sawit,"0,95 M","0,00 M",0.00
2026,Provinsi Aceh,Kota Lhokseumawe,DBH Cukai Hasil Tembakau,"0,13 M","0,15 M",115.42
2026,Provinsi Aceh,Kota Lhokseumawe,DBH PBB Bagian Daerah untuk Kabupaten/Kota,"2,37 M","1,16 M",49.18
2026,Provinsi Aceh,Kota Lhokseumawe,DBH PPh Pasal 21,"15,15 M","2,38 M",15.69
2026,Provinsi Aceh,Kota Lhokseumawe,DBH PPh Pasal 25/29 OP,"0,49 M","0,07 M",14.39
2026,Provinsi Aceh,Kota Lhokseumawe,DBH SDA Gas Bumi 30%,"0,64 M","0,24 M",37.84
2026,Provinsi Aceh,Kota Lhokseumawe,DBH SDA Kehutanan - PSDH,"0,00 M","0,00 M",100.00
2026,Provinsi Aceh,Kota Lhokseumawe,DBH SDA Minerba - Iuran Tetap,"0,01 M","0,00 M",37.60
2026,Provinsi Aceh,Kota Lhokseumawe,DBH SDA Minerba - Royalti,"3,44 M","1,28 M",37.26
2026,Provinsi Aceh,Kota Lhokseumawe,DBH SDA Minyak Bumi 15%,"0,40 M","0,05 M",13.61
2026,Provinsi Aceh,Kota Lhokseumawe,DBH SDA Panas Bumi - Iuran Tetap,"0,01 M","0,01 M",66.02
2026,Provinsi Aceh,Kota Lhokseumawe,DBH SDA Perikanan,"0,46 M","0,26 M",55.75
2026,Provinsi Aceh,Kota Lhokseumawe,Dana Alokasi Umum,"487,93 M","200,57 M",41.11
2026,Provinsi Aceh,Kota Lhokseumawe,Dana Alokasi Umum,"475,36 M","198,05 M",41.66
2026,Provinsi Aceh,Kota Lhokseumawe,Dana Alokasi Umum Bidang Kesehatan,"8,98 M","1,80 M",20.00
2026,Provinsi Aceh,Kota Lhokseumawe,Dana Alokasi Umum Bidang Pendidikan,"3,58 M","0,72 M",20.00
2026,Provinsi Aceh,Kota Lhokseumawe,Dana Alokasi Khusus Nonfisik,"96,36 M","33,26 M",34.52
2026,Provinsi Aceh,Kota Lhokseumawe,Dana Bantuan Operasioanal Penyelenggaraan (BOP) Museum dan Taman Budaya,"0,50 M","0,00 M",0.00
2026,Provinsi Aceh,Kota Lhokseumawe,Dana Bantuan Operasional Keluarga Berencana,"0,84 M","0,42 M",50.00
2026,Provinsi Aceh,Kota Lhokseumawe,Dana Bantuan Operasional Kesehatan,"9,40 M","3,94 M",41.93
2026,Provinsi Aceh,Kota Lhokseumawe,Dana Bantuan Operasional Penyelenggaraan (BOP) Pendidikan Kesetaraan,"0,52 M","0,24 M",45.64
2026,Provinsi Aceh,Kota Lhokseumawe,Dana Bantuan Operasional Penyelenggaraan - Pendidikan Anak Usia Dini,"2,35 M","1,14 M",48.25
2026,Provinsi Aceh,Kota Lhokseumawe,Dana Bantuan Operasional Sekolah,"26,98 M","13,32 M",49.38
2026,Provinsi Aceh,Kota Lhokseumawe,Dana Bantuan Pengembangan Program (BPP) Perpustakaan Daerah,"0,50 M","0,25 M",50.00
2026,Provinsi Aceh,Kota Lhokseumawe,Dana Pelayanan Perlindungan Perempuan dan Anak,"0,51 M","0,25 M",50.00
2026,Provinsi Aceh,Kota Lhokseumawe,Dana Tambahan Penghasilan Guru ASN Daerah,"0,08 M","0,00 M",5.36
2026,Provinsi Aceh,Kota Lhokseumawe,Dana Tunjangan Profesi Guru ASN Daerah,"54,68 M","13,70 M",25.05
2026,Provinsi Aceh,Kota Lhokseumawe,DANA DESA,"21,28 M","10,52 M",49.45
2026,Provinsi Aceh,Kota Lhokseumawe,Dana Desa,"21,28 M","10,52 M",49.45
2026,Provinsi Aceh,Kota Lhokseumawe,Dana Desa,"21,28 M","10,52 M",49.45
2026,Provinsi Aceh,Kota Lhokseumawe,TOTAL TKDD,"629,60 M","249,96 M",39.70
2026,Provinsi Aceh,Kab. Gayo Lues,TRANSFER KE DAERAH,"528,80 M","175,39 M",33.17
2026,Provinsi Aceh,Kab. Gayo Lues,Dana Bagi Hasil,"18,14 M","7,59 M",41.83
2026,Provinsi Aceh,Kab. Gayo Lues,Dana Bagi Hasil Perkebunan Sawit,"0,92 M","0,00 M",0.00
2026,Provinsi Aceh,Kab. Gayo Lues,DBH Cukai Hasil Tembakau,"0,69 M","0,83 M",120.37
2026,Provinsi Aceh,Kab. Gayo Lues,DBH PBB Bagian Daerah untuk Kabupaten/Kota,"2,86 M","1,24 M",43.26
2026,Provinsi Aceh,Kab. Gayo Lues,DBH PPh Pasal 21,"3,55 M","1,79 M",50.53
2026,Provinsi Aceh,Kab. Gayo Lues,DBH PPh Pasal 25/29 OP,"0,12 M","0,01 M",10.20
2026,Provinsi Aceh,Kab. Gayo Lues,DBH SDA Gas Bumi 30%,"1,20 M","0,28 M",23.27
2026,Provinsi Aceh,Kab. Gayo Lues,DBH SDA Kehutanan - PSDH,"0,04 M","0,04 M",100.00
2026,Provinsi Aceh,Kab. Gayo Lues,DBH SDA Minerba - Iuran Tetap,"1,32 M","0,15 M",11.55
2026,Provinsi Aceh,Kab. Gayo Lues,DBH SDA Minerba - Royalti,"6,80 M","2,89 M",42.49
2026,Provinsi Aceh,Kab. Gayo Lues,DBH SDA Minyak Bumi 15%,"0,20 M","0,11 M",55.75
2026,Provinsi Aceh,Kab. Gayo Lues,DBH SDA Panas Bumi - Iuran Tetap,"0,01 M","0,01 M",63.31
2026,Provinsi Aceh,Kab. Gayo Lues,DBH SDA Perikanan,"0,43 M","0,24 M",55.75
2026,Provinsi Aceh,Kab. Gayo Lues,Dana Alokasi Umum,"407,39 M","138,71 M",34.05
2026,Provinsi Aceh,Kab. Gayo Lues,Dana Alokasi Umum,"394,21 M","136,07 M",34.52
2026,Provinsi Aceh,Kab. Gayo Lues,Dana Alokasi Umum Bidang Kesehatan,"7,12 M","1,42 M",20.00
2026,Provinsi Aceh,Kab. Gayo Lues,Dana Alokasi Umum Bidang Pendidikan,"6,06 M","1,21 M",20.00
2026,Provinsi Aceh,Kab. Gayo Lues,Dana Alokasi Khusus Fisik,"11,21 M","0,00 M",0.00
2026,Provinsi Aceh,Kab. Gayo Lues,Dana Alokasi Khusus Penugasan,"11,21 M","0,00 M",0.00
2026,Provinsi Aceh,Kab. Gayo Lues,Dana Alokasi Khusus Nonfisik,"92,06 M","29,09 M",31.60
2026,Provinsi Aceh,Kab. Gayo Lues,Dana Bantuan Operasional Keluarga Berencana,"2,32 M","1,16 M",50.00
2026,Provinsi Aceh,Kab. Gayo Lues,Dana Bantuan Operasional Kesehatan,"16,28 M","6,08 M",37.33
2026,Provinsi Aceh,Kab. Gayo Lues,Dana Bantuan Operasional Penyelenggaraan (BOP) Pendidikan Kesetaraan,"0,46 M","0,19 M",41.68
2026,Provinsi Aceh,Kab. Gayo Lues,Dana Bantuan Operasional Penyelenggaraan - Pendidikan Anak Usia Dini,"2,09 M","0,95 M",45.18
2026,Provinsi Aceh,Kab. Gayo Lues,Dana Bantuan Operasional Sekolah,"17,02 M","8,00 M",47.00
2026,Provinsi Aceh,Kab. Gayo Lues,Dana Tambahan Penghasilan Guru ASN Daerah,"0,06 M","0,01 M",25.88
2026,Provinsi Aceh,Kab. Gayo Lues,Dana Tunjangan Khusus Guru ASN Daerah,"2,24 M","0,56 M",24.94
2026,Provinsi Aceh,Kab. Gayo Lues,Dana Tunjangan Profesi Guru ASN Daerah,"51,58 M","12,14 M",23.54
2026,Provinsi Aceh,Kab. Gayo Lues,DANA DESA,"39,66 M","16,22 M",40.89
2026,Provinsi Aceh,Kab. Gayo Lues,Dana Desa,"39,66 M","16,22 M",40.89
2026,Provinsi Aceh,Kab. Gayo Lues,Dana Desa,"39,66 M","16,22 M",40.89
2026,Provinsi Aceh,Kab. Gayo Lues,TOTAL TKDD,"568,46 M","191,61 M",33.71
2026,Provinsi Aceh,Kab. Aceh Barat Daya,TRANSFER KE DAERAH,"610,81 M","195,99 M",32.09
2026,Provinsi Aceh,Kab. Aceh Barat Daya,Dana Bagi Hasil,"17,10 M","6,56 M",38.38
2026,Provinsi Aceh,Kab. Aceh Barat Daya,Dana Bagi Hasil Perkebunan Sawit,"1,28 M","0,00 M",0.00
2026,Provinsi Aceh,Kab. Aceh Barat Daya,DBH Cukai Hasil Tembakau,"0,01 M","0,01 M",100.00
2026,Provinsi Aceh,Kab. Aceh Barat Daya,DBH PBB Bagian Daerah untuk Kabupaten/Kota,"3,04 M","1,71 M",56.14
2026,Provinsi Aceh,Kab. Aceh Barat Daya,DBH PPh Pasal 21,"3,49 M","1,68 M",48.07
2026,Provinsi Aceh,Kab. Aceh Barat Daya,DBH PPh Pasal 25/29 OP,"0,13 M","0,11 M",84.33
2026,Provinsi Aceh,Kab. Aceh Barat Daya,DBH SDA Gas Bumi 30%,"0,29 M","0,19 M",65.74
2026,Provinsi Aceh,Kab. Aceh Barat Daya,DBH SDA Kehutanan - PSDH,"0,01 M","0,00 M",0.00
2026,Provinsi Aceh,Kab. Aceh Barat Daya,DBH SDA Minerba - Iuran Tetap,"0,04 M","0,02 M",51.32
